# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
ENSG00000055955.17	ITIH4	protein_coding	22	12	13	0.5520	0.1587	0.1400
ENSG00000055957.11	ITIH1	protein_coding	12	6	6	0.3089	0.0888	0.0784
ENSG00000056050.7	HPF1	protein_coding	332	174	158	27.2946	7.8481	6.9240
ENSG00000056097.16	ZFR	protein_coding	4883	2417	2466	84.3086	24.2416	21.3872
ENSG00000056277.16	ZNF280C	protein_coding	525	258	267	13.2332	3.8050	3.3570
ENSG00000056291.17	NPFFR2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000056487.16	PHF21B	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000056558.11	TRAF1	protein_coding	621	286	335	16.2196	4.6637	4.1145
ENSG00000056586.16	RC3H2	protein_coding	4389	2153	2236	44.3744	12.7592	11.2568
ENSG00000056736.10	IL17RB	protein_coding	147	89	97	5.6456	1.6233	1.4322
ENSG00000056972.20	TRAF3IP2	protein_coding	1157	597	587	17.1847	4.9412	4.3594
ENSG00000056998.20	GYG2	protein_coding	19	10	9	0.6134	0.1764	0.1556
ENSG00000057019.16	DCBLD2	protein_coding	91	46	47	0.9431	0.2712	0.2393
ENSG00000057149.16	SERPINB3	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000057252.13	SOAT1	protein_coding	2515	1282	1233	41.9728	12.0686	10.6476
ENSG00000057294.15	PKP2	protein_coding	3	3	0	0.0503	0.0145	0.0128
ENSG00000057468.7	MSH4	protein_coding	18	8	10	0.6435	0.1850	0.1632
ENSG00000057593.14	F7	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000057608.17	GDI2	protein_coding	8812	4362	4467	262.9346	75.6028	66.7007
ENSG00000057657.17	PRDM1	protein_coding	439	194	245	7.6032	2.1862	1.9288
ENSG00000057663.16	ATG5	protein_coding	857	418	439	17.7168	5.0942	4.4944
ENSG00000057704.13	TMCC3	protein_coding	273	147	126	4.9010	1.4092	1.2433
ENSG00000057757.10	PITHD1	protein_coding	810	426	384	43.5776	12.5301	11.0547
ENSG00000057935.14	MTA3	protein_coding	627	314	314	6.9282	1.9921	1.7575
ENSG00000058056.9	USP13	protein_coding	1418	685	733	20.3278	5.8449	5.1567
ENSG00000058063.16	ATP11B	protein_coding	3778	1961	1919	48.0757	13.8234	12.1958
ENSG00000058085.15	LAMC2	protein_coding	1	1	0	0.0173	0.0050	0.0044
ENSG00000058091.17	CDK14	protein_coding	61	30	31	1.0163	0.2922	0.2578
ENSG00000058262.10	SEC61A1	protein_coding	7236	4365	4230	182.3133	52.4214	46.2488
ENSG00000058272.19	PPP1R12A	protein_coding	4623	2422	2353	45.5544	13.0985	11.5561
ENSG00000058335.16	RASGRF1	protein_coding	82	54	48	0.9608	0.2763	0.2437
ENSG00000058404.20	CAMK2B	protein_coding	4	2	2	0.0573	0.0165	0.0145
ENSG00000058453.17	CROCC	protein_coding	328	188	148	4.3206	1.2423	1.0960
ENSG00000058600.16	POLR3E	protein_coding	1765	986	1063	21.7520	6.2545	5.5180
ENSG00000058668.15	ATP2B4	protein_coding	8307	4060	4247	102.2791	29.4088	25.9459
ENSG00000058673.17	ZC3H11A	protein_coding	41	17	24	0.3736	0.1074	0.0948
ENSG00000058729.11	RIOK2	protein_coding	626	357	333	13.3327	3.8336	3.3822
ENSG00000058799.15	YIPF1	protein_coding	705	336	369	40.4808	11.6396	10.2691
ENSG00000058804.12	NDC1	protein_coding	1794	852	942	44.4343	12.7764	11.2720
ENSG00000058866.15	DGKG	protein_coding	3030	1443	1587	32.2757	9.2804	8.1876
ENSG00000059122.17	FLYWCH1	protein_coding	2748	1386	1399	38.1316	10.9641	9.6731
ENSG00000059145.19	UNKL	protein_coding	1078	655	684	16.8168	4.8354	4.2660
ENSG00000059377.18	TBXAS1	protein_coding	5408	2723	2685	100.8179	28.9886	25.5753
ENSG00000059378.13	PARP12	protein_coding	2643	1334	1309	56.0768	16.1240	14.2254
ENSG00000059573.9	ALDH18A1	protein_coding	3001	1528	1473	93.3322	26.8362	23.6763
ENSG00000059588.10	TARBP1	protein_coding	5028	2546	2482	75.1764	21.6158	19.0706
ENSG00000059691.12	GATB	protein_coding	580	309	314	5.7751	1.6605	1.4650
ENSG00000059728.11	MXD1	protein_coding	4863	2424	2439	89.5158	25.7389	22.7082
ENSG00000059758.8	CDK17	protein_coding	1080	532	548	19.5235	5.6137	4.9527
ENSG00000059769.20	DNAJC25	protein_coding	166	79	87	7.4525	2.1429	1.8905
ENSG00000059804.16	SLC2A3	protein_coding	7544	3790	3754	145.2711	41.7705	36.8521
ENSG00000059915.17	PSD	protein_coding	30	56	60	0.5866	0.1687	0.1488
ENSG00000060069.17	CTDP1	protein_coding	1994	998	998	43.9832	12.6467	11.1576
ENSG00000060138.13	YBX3	protein_coding	7247	3685	3562	98.2739	28.2572	24.9299
ENSG00000060140.9	STYK1	protein_coding	439	233	206	14.9191	4.2898	3.7847
ENSG00000060237.18	WNK1	protein_coding	14617	7126	7504	98.8900	28.4343	25.0862
ENSG00000060303.5	RPS17P5	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000060339.14	CCAR1	protein_coding	4911	2452	2459	94.7560	27.2456	24.0375
ENSG00000060491.16	OGFR	protein_coding	2405	1265	1141	59.7957	17.1933	15.1689
ENSG00000060558.4	GNA15	protein_coding	4407	2598	2739	187.1434	53.8102	47.4741
ENSG00000060566.14	CREB3L3	protein_coding	4	2	2	0.1766	0.0508	0.0448
ENSG00000060642.11	PIGV	protein_coding	915	467	448	18.2168	5.2380	4.6212
ENSG00000060656.20	PTPRU	protein_coding	9	6	3	0.1575	0.0453	0.0399
ENSG00000060688.13	SNRNP40	protein_coding	1482	752	730	44.5730	12.8163	11.3072
ENSG00000060709.15	RIMBP2	protein_coding	8	5	3	0.0969	0.0279	0.0246
ENSG00000060718.22	COL11A1	protein_coding	3	0	3	0.0386	0.0111	0.0098
ENSG00000060749.16	QSER1	protein_coding	2966	1447	1519	31.7880	9.1402	8.0639
ENSG00000060762.19	MPC1	protein_coding	519	259	260	39.2460	11.2846	9.9558
ENSG00000060971.19	ACAA1	protein_coding	1629	1109	1046	26.7999	7.7059	6.7985
ENSG00000060982.15	BCAT1	protein_coding	3813	2018	1949	39.0507	11.2284	9.9063
ENSG00000061273.18	HDAC7	protein_coding	6093	3406	3580	71.7476	20.6299	18.2008
ENSG00000061337.15	LZTS1	protein_coding	2	1	1	0.0410	0.0118	0.0104
ENSG00000061455.11	PRDM6	protein_coding	2	1	1	0.0253	0.0073	0.0064
ENSG00000061492.12	WNT8A	protein_coding	1	0	1	0.0587	0.0169	0.0149
ENSG00000061656.10	SPAG4	protein_coding	95	45	50	4.7300	1.3600	1.1999
ENSG00000061676.15	NCKAP1	protein_coding	14	9	5	0.0727	0.0209	0.0184
ENSG00000061794.13	MRPS35	protein_coding	804	405	399	48.7008	14.0032	12.3543
ENSG00000061918.14	GUCY1B1	protein_coding	1387	663	724	41.1128	11.8214	10.4294
ENSG00000061936.10	SFSWAP	protein_coding	2583	1300	1284	29.7272	8.5476	7.5411
ENSG00000061938.20	TNK2	protein_coding	7910	4047	4157	75.5189	21.7143	19.1575
ENSG00000061987.16	MON2	protein_coding	3631	1863	1768	26.5072	7.6217	6.7243
ENSG00000062038.14	CDH3	protein_coding	4	1	4	0.0770	0.0221	0.0195
ENSG00000062096.15	ARSF	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000062194.16	GPBP1	protein_coding	3389	1703	1686	61.2168	17.6020	15.5294
ENSG00000062282.15	DGAT2	protein_coding	192	117	128	2.8398	0.8165	0.7204
ENSG00000062370.17	ZNF112	protein_coding	89	48	41	2.7039	0.7775	0.6859
ENSG00000062485.19	CS	protein_coding	6582	3263	3334	120.2120	34.5651	30.4951
ENSG00000062524.16	LTK	protein_coding	842	447	395	28.1968	8.1076	7.1529
ENSG00000062582.14	MRPS24	protein_coding	16	9	7	0.7175	0.2063	0.1820
ENSG00000062598.18	ELMO2	protein_coding	3042	1792	1854	53.9077	15.5003	13.6752
ENSG00000062650.19	WAPL	protein_coding	3851	1996	1857	62.4852	17.9667	15.8511
ENSG00000062716.13	VMP1	protein_coding	7226	3619	3643	123.2513	35.4390	31.2661
ENSG00000062725.10	APPBP2	protein_coding	1576	807	769	18.6293	5.3566	4.7259
ENSG00000062822.15	POLD1	protein_coding	3449	1716	1736	81.7206	23.4975	20.7307
ENSG00000063015.20	SEZ6	protein_coding	234	104	130	5.5131	1.5852	1.3986
ENSG00000063046.18	EIF4B	protein_coding	10854	7089	6974	210.5011	60.5264	53.3995
ENSG00000063127.16	SLC6A16	protein_coding	152	78	75	4.9512	1.4236	1.2560
ENSG00000063169.11	BICRA	protein_coding	1087	507	583	16.5293	4.7527	4.1931
ENSG00000063176.16	SPHK2	protein_coding	606	376	386	11.7898	3.3900	2.9908
ENSG00000063177.13	RPL18	protein_coding	11239	5679	5564	340.6558	97.9504	86.4168
ENSG00000063180.9	CA11	protein_coding	85	43	48	5.1064	1.4683	1.2954
ENSG00000063241.8	ISOC2	protein_coding	621	300	324	16.4698	4.7356	4.1780
ENSG00000063244.13	U2AF2	protein_coding	6543	3325	3413	185.8400	53.4355	47.1435
ENSG00000063245.15	EPN1	protein_coding	3452	1681	1789	22.9087	6.5871	5.8114
ENSG00000063322.15	MED29	protein_coding	1688	814	874	51.4034	14.7803	13.0399
ENSG00000063438.19	AHRR	protein_coding	4	1	3	0.0496	0.0143	0.0126
ENSG00000063515.3	GSC2	protein_coding	1	0	1	0.0445	0.0128	0.0113
ENSG00000063587.15	ZNF275	protein_coding	893	473	420	12.8142	3.6845	3.2507
ENSG00000063601.17	MTMR1	protein_coding	2062	1061	1001	38.0943	10.9534	9.6637
ENSG00000063660.9	GPC1	protein_coding	406	199	207	7.2775	2.0925	1.8461
ENSG00000063761.16	ADCK1	protein_coding	460	234	226	10.1600	2.9214	2.5774
ENSG00000063854.13	HAGH	protein_coding	668	348	326	13.3744	3.8456	3.3928
ENSG00000063978.16	RNF4	protein_coding	3250	1555	1695	53.2062	15.2986	13.4972
ENSG00000064012.22	CASP8	protein_coding	3731	1865	1866	60.2205	17.3155	15.2766
ENSG00000064042.18	LIMCH1	protein_coding	3	1	2	0.0323	0.0093	0.0082
ENSG00000064102.15	INTS13	protein_coding	1409	683	726	53.8480	15.4832	13.6600
ENSG00000064115.11	TM7SF3	protein_coding	5720	3188	3132	121.4941	34.9338	30.8204
ENSG00000064195.7	DLX3	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000064199.7	SPA17	protein_coding	21	32	23	0.4759	0.1368	0.1207
ENSG00000064201.16	TSPAN32	protein_coding	1252	631	729	38.5480	11.0839	9.7788
ENSG00000064205.10	CCN5	protein_coding	7	6	1	0.1643	0.0472	0.0417
ENSG00000064218.5	DMRT3	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000064225.12	ST3GAL6	protein_coding	1067	562	536	19.8376	5.7040	5.0324
ENSG00000064270.13	ATP2C2	protein_coding	21	19	16	0.3339	0.0960	0.0847
ENSG00000064300.9	NGFR	protein_coding	56	34	33	1.5810	0.4546	0.4011
ENSG00000064309.14	CDON	protein_coding	7	7	3	0.0772	0.0222	0.0196
ENSG00000064313.12	TAF2	protein_coding	1873	927	947	33.5528	9.6476	8.5116
ENSG00000064393.16	HIPK2	protein_coding	4769	2295	2475	35.6885	10.2617	9.0534
ENSG00000064419.13	TNPO3	protein_coding	3511	1811	1701	87.7797	25.2397	22.2678
ENSG00000064489.23	BORCS8-MEF2B	protein_coding	12	5	7	0.7273	0.2091	0.1845
ENSG00000064490.14	RFXANK	protein_coding	797	503	585	37.2250	10.7035	9.4432
ENSG00000064545.15	TMEM161A	protein_coding	593	304	289	21.1294	6.0754	5.3600
ENSG00000064547.14	LPAR2	protein_coding	1488	691	797	58.4728	16.8130	14.8332
ENSG00000064601.20	CTSA	protein_coding	6448	4651	4910	88.6003	25.4757	22.4759
ENSG00000064607.17	SUGP2	protein_coding	10429	5366	5203	143.9791	41.3990	36.5243
ENSG00000064651.14	SLC12A2	protein_coding	1573	763	810	17.2621	4.9635	4.3790
ENSG00000064652.11	SNX24	protein_coding	67	33	34	2.2547	0.6483	0.5720
ENSG00000064655.19	EYA2	protein_coding	6	4	2	0.1939	0.0557	0.0492
ENSG00000064666.15	CNN2	protein_coding	6348	3611	3591	203.8794	58.6224	51.7197
ENSG00000064687.13	ABCA7	protein_coding	5653	2761	2894	68.9053	19.8127	17.4798
ENSG00000064692.20	SNCAIP	protein_coding	2	0	2	0.0322	0.0093	0.0082
ENSG00000064703.12	DDX20	protein_coding	1029	519	514	21.5392	6.1933	5.4640
ENSG00000064726.10	BTBD1	protein_coding	1749	1046	900	50.2875	14.4594	12.7568
ENSG00000064763.11	FAR2	protein_coding	1525	875	947	32.9481	9.4737	8.3582
ENSG00000064787.13	BCAS1	protein_coding	19	12	11	0.2713	0.0780	0.0688
ENSG00000064835.11	POU1F1	protein_coding	1	0	1	0.0747	0.0215	0.0189
ENSG00000064886.14	CHI3L2	protein_coding	51	34	21	1.8095	0.5203	0.4590
ENSG00000064932.16	SBNO2	protein_coding	3205	1588	1621	56.6845	16.2988	14.3796
ENSG00000064933.18	PMS1	protein_coding	1042	544	589	22.3352	6.4222	5.6660
ENSG00000064961.19	HMG20B	protein_coding	1516	834	949	45.9502	13.2123	11.6565
ENSG00000064989.13	CALCRL	protein_coding	502	251	251	8.0294	2.3087	2.0369
ENSG00000064995.18	TAF11	protein_coding	820	574	574	48.1966	13.8582	12.2264
ENSG00000064999.15	ANKS1A	protein_coding	2965	1487	1479	40.7892	11.7283	10.3473
ENSG00000065000.19	AP3D1	protein_coding	6514	3190	3327	88.4160	25.4227	22.4292
ENSG00000065029.15	ZNF76	protein_coding	2187	1095	1092	37.6989	10.8397	9.5634
ENSG00000065054.14	SLC9A3R2	protein_coding	1351	686	666	44.9205	12.9162	11.3953
ENSG00000065057.9	NTHL1	protein_coding	529	282	252	25.4500	7.3177	6.4561
ENSG00000065060.17	UHRF1BP1	protein_coding	2589	1476	1441	30.5481	8.7836	7.7494
ENSG00000065135.12	GNAI3	protein_coding	2571	1320	1251	33.2337	9.5559	8.4307
ENSG00000065150.21	IPO5	protein_coding	7123	3579	3544	86.1675	24.7762	21.8588
ENSG00000065154.12	OAT	protein_coding	538	274	264	18.5642	5.3379	4.7093
ENSG00000065183.16	WDR3	protein_coding	1504	790	803	17.1105	4.9198	4.3405
ENSG00000065243.20	PKN2	protein_coding	2510	1272	1238	42.5453	12.2332	10.7928
ENSG00000065268.11	WDR18	protein_coding	974	494	480	49.8759	14.3411	12.6524
ENSG00000065308.5	TRAM2	protein_coding	2827	1583	1530	46.8985	13.4850	11.8971
ENSG00000065320.9	NTN1	protein_coding	570	280	290	10.3876	2.9868	2.6351
ENSG00000065325.13	GLP2R	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000065328.17	MCM10	protein_coding	1316	662	654	28.1981	8.1079	7.1532
ENSG00000065357.20	DGKA	protein_coding	3460	1774	1757	40.0570	11.5178	10.1616
ENSG00000065361.16	ERBB3	protein_coding	6	3	3	0.0794	0.0228	0.0201
ENSG00000065371.17	ROPN1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000065413.20	ANKRD44	protein_coding	4356	2188	2171	39.7040	11.4163	10.0720
ENSG00000065427.15	KARS1	protein_coding	3623	1962	1869	104.5548	30.0631	26.5232
ENSG00000065457.10	ADAT1	protein_coding	1045	498	547	27.2330	7.8304	6.9084
ENSG00000065485.20	PDIA5	protein_coding	448	228	220	12.8778	3.7028	3.2668
ENSG00000065491.8	TBC1D22B	protein_coding	768	403	415	25.9341	7.4570	6.5789
ENSG00000065518.8	NDUFB4	protein_coding	888	436	453	55.3078	15.9029	14.0304
ENSG00000065526.12	SPEN	protein_coding	12367	6066	6439	100.8496	28.9978	25.5833
ENSG00000065534.19	MYLK	protein_coding	705	363	405	3.7181	1.0691	0.9432
ENSG00000065548.18	ZC3H15	protein_coding	2030	1062	968	78.4269	22.5504	19.8952
ENSG00000065559.15	MAP2K4	protein_coding	1117	563	554	22.8734	6.5769	5.8025
ENSG00000065600.13	PACC1	protein_coding	738	371	367	29.5772	8.5045	7.5031
ENSG00000065609.14	SNAP91	protein_coding	0	0	1	0.0000	0.0000	0.0000
ENSG00000065613.15	SLK	protein_coding	3619	1861	1760	52.1875	15.0057	13.2388
ENSG00000065615.14	CYB5R4	protein_coding	1834	938	896	22.2852	6.4078	5.6533
ENSG00000065618.21	COL17A1	protein_coding	28	14	14	0.4684	0.1347	0.1188
ENSG00000065621.15	GSTO2	protein_coding	36	17	19	0.4240	0.1219	0.1076
ENSG00000065665.21	SEC61A2	protein_coding	1296	1070	1064	38.6901	11.1248	9.8148
ENSG00000065675.15	PRKCQ	protein_coding	1307	681	630	46.3722	13.3336	11.7636
ENSG00000065717.15	TLE2	protein_coding	20	13	8	0.5634	0.1620	0.1429
ENSG00000065802.12	ASB1	protein_coding	1797	945	875	28.3624	8.1552	7.1949
ENSG00000065809.13	FAM107B	protein_coding	2715	1423	1292	45.2202	13.0024	11.4714
ENSG00000065833.9	ME1	protein_coding	191	86	105	6.6894	1.9234	1.6969
ENSG00000065882.16	TBC1D1	protein_coding	5187	2569	2618	67.1160	19.2982	17.0258
ENSG00000065883.16	CDK13	protein_coding	4481	2184	2299	21.2794	6.1186	5.3981
ENSG00000065911.13	MTHFD2	protein_coding	1575	1129	1094	16.0908	4.6267	4.0819
ENSG00000065923.10	SLC9A7	protein_coding	5250	2628	2622	61.4988	17.6830	15.6009
ENSG00000065970.9	FOXJ2	protein_coding	2615	1239	1376	48.5485	13.9594	12.3157
ENSG00000065978.19	YBX1	protein_coding	14456	7275	7182	497.7899	143.1319	126.2783
ENSG00000065989.16	PDE4A	protein_coding	696	342	355	12.0329	3.4599	3.0525
ENSG00000066027.12	PPP2R5A	protein_coding	2394	1185	1209	70.9979	20.4143	18.0106
ENSG00000066032.18	CTNNA2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000066044.15	ELAVL1	protein_coding	3283	1671	1728	55.1283	15.8513	13.9848
ENSG00000066056.14	TIE1	protein_coding	1416	708	708	24.6889	7.0989	6.2630
ENSG00000066084.13	DIP2B	protein_coding	4662	2297	2366	52.6536	15.1397	13.3570
ENSG00000066117.15	SMARCD1	protein_coding	3482	1693	1789	83.0242	23.8723	21.0614
ENSG00000066135.13	KDM4A	protein_coding	767	552	473	17.2969	4.9735	4.3878
ENSG00000066136.20	NFYC	protein_coding	2528	1308	1352	49.3387	14.1866	12.5161
ENSG00000066185.13	ZMYND12	protein_coding	53	32	23	2.8409	0.8169	0.7207
ENSG00000066230.12	SLC9A3	protein_coding	188	367	387	3.8197	1.0983	0.9690
ENSG00000066248.15	NGEF	protein_coding	15	14	4	0.3774	0.1085	0.0957
ENSG00000066279.18	ASPM	protein_coding	1246	642	604	13.3785	3.8468	3.3938
ENSG00000066294.15	CD84	protein_coding	8029	3972	4057	101.4198	29.1617	25.7280
ENSG00000066322.15	ELOVL1	protein_coding	2246	1065	1181	104.7771	30.1271	26.5796
ENSG00000066336.12	SPI1	protein_coding	6942	3432	3516	397.8251	114.3885	100.9194
ENSG00000066379.15	POLR1H	protein_coding	242	217	216	7.7046	2.2153	1.9545
ENSG00000066382.16	MPPED2	protein_coding	2	2	0	0.0285	0.0082	0.0072
ENSG00000066405.13	CLDN18	protein_coding	2	1	1	0.0629	0.0181	0.0160
ENSG00000066422.5	ZBTB11	protein_coding	1665	924	961	27.5980	7.9354	7.0010
ENSG00000066427.24	ATXN3	protein_coding	1893	937	956	22.9069	6.5865	5.8110
ENSG00000066455.13	GOLGA5	protein_coding	1085	548	537	39.5767	11.3797	10.0397
ENSG00000066468.23	FGFR2	protein_coding	13	7	6	0.2005	0.0577	0.0509
ENSG00000066557.6	LRRC40	protein_coding	602	298	304	24.7547	7.1178	6.2797
ENSG00000066583.12	ISOC1	protein_coding	611	286	325	36.7815	10.5760	9.3307
ENSG00000066629.18	EML1	protein_coding	4	3	2	0.0524	0.0151	0.0133
ENSG00000066651.20	TRMT11	protein_coding	389	200	189	7.9477	2.2852	2.0161
ENSG00000066654.14	THUMPD1	protein_coding	1619	826	809	29.1142	8.3713	7.3856
ENSG00000066697.15	MSANTD3	protein_coding	250	128	122	8.8862	2.5551	2.2542
ENSG00000066735.14	KIF26A	protein_coding	14	6	8	0.2423	0.0697	0.0615
ENSG00000066739.12	ATG2B	protein_coding	3007	1476	1533	24.6589	7.0903	6.2554
ENSG00000066777.9	ARFGEF1	protein_coding	5262	2721	2705	55.6253	15.9942	14.1109
ENSG00000066813.14	ACSM2B	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000066827.16	ZFAT	protein_coding	773	451	433	10.1538	2.9196	2.5758
ENSG00000066855.16	MTFR1	protein_coding	616	616	608	15.5572	4.4732	3.9465
ENSG00000066923.17	STAG3	protein_coding	571	444	427	7.7774	2.2363	1.9730
ENSG00000066926.12	FECH	protein_coding	861	419	442	11.4590	3.2949	2.9069
ENSG00000066933.16	MYO9A	protein_coding	3240	1721	1665	18.6406	5.3598	4.7287
ENSG00000067048.17	DDX3Y	protein_coding	4854	2490	2364	99.2068	28.5254	25.1666
ENSG00000067057.18	PFKP	protein_coding	8089	4145	3956	122.3673	35.1849	31.0419
ENSG00000067064.11	IDI1	protein_coding	1000	659	654	26.9059	7.7364	6.8254
ENSG00000067066.17	SP100	protein_coding	6633	3292	3391	54.8634	15.7751	13.9176
ENSG00000067082.15	KLF6	protein_coding	32650	16455	16195	621.7607	178.7778	157.7269
ENSG00000067113.17	PLPP1	protein_coding	180	231	194	10.8750	3.1269	2.7587
ENSG00000067141.17	NEO1	protein_coding	36	19	18	0.5172	0.1487	0.1312
ENSG00000067167.8	TRAM1	protein_coding	3543	1796	1748	100.2660	28.8300	25.4353
ENSG00000067177.15	PHKA1	protein_coding	6	4	3	0.1105	0.0318	0.0280
ENSG00000067182.8	TNFRSF1A	protein_coding	6771	3356	3418	197.6460	56.8301	50.1384
ENSG00000067191.16	CACNB1	protein_coding	913	492	545	15.0395	4.3244	3.8152
ENSG00000067208.14	EVI5	protein_coding	611	293	318	8.6309	2.4817	2.1895
ENSG00000067221.14	STOML1	protein_coding	190	104	87	2.1239	0.6107	0.5388
ENSG00000067225.18	PKM	protein_coding	32312	16195	16123	440.7274	126.7244	111.8028
ENSG00000067248.10	DHX29	protein_coding	1268	666	656	30.2772	8.7057	7.6807
ENSG00000067334.14	DNTTIP2	protein_coding	1661	832	829	25.8288	7.4267	6.5522
ENSG00000067365.15	METTL22	protein_coding	1529	758	772	21.6561	6.2269	5.4937
ENSG00000067369.14	TP53BP1	protein_coding	3687	2943	2880	33.2177	9.5513	8.4266
ENSG00000067445.21	TRO	protein_coding	253	132	121	4.4040	1.2663	1.1172
ENSG00000067533.6	RRP15	protein_coding	493	238	255	7.3168	2.1038	1.8561
ENSG00000067560.13	RHOA	protein_coding	18130	9149	9105	441.1052	126.8330	111.8986
ENSG00000067596.12	DHX8	protein_coding	3374	1702	1681	37.7854	10.8646	9.5853
ENSG00000067601.8	PMS2P4	transcribed_unprocessed_pseudogene	111	59	53	15.3751	4.4209	3.9003
ENSG00000067606.17	PRKCZ	protein_coding	37	38	48	0.5621	0.1616	0.1426
ENSG00000067646.12	ZFY	protein_coding	806	415	409	16.9563	4.8755	4.3015
ENSG00000067704.10	IARS2	protein_coding	2789	1445	1345	78.8516	22.6726	20.0029
ENSG00000067715.14	SYT1	protein_coding	1	1	0	0.0183	0.0053	0.0046
ENSG00000067798.16	NAV3	protein_coding	1	0	1	0.0088	0.0025	0.0022
ENSG00000067829.19	IDH3G	protein_coding	1637	906	868	70.4363	20.2529	17.8681
ENSG00000067836.13	ROGDI	protein_coding	296	153	143	9.5777	2.7539	2.4297
ENSG00000067840.12	PDZD4	protein_coding	54	33	21	1.4543	0.4181	0.3689
ENSG00000067842.17	ATP2B3	protein_coding	30	15	19	0.4655	0.1339	0.1181
ENSG00000067900.8	ROCK1	protein_coding	5495	2716	2779	58.0045	16.6783	14.7145
ENSG00000067955.15	CBFB	protein_coding	1359	740	619	34.1521	9.8199	8.6636
ENSG00000067992.16	PDK3	protein_coding	1438	722	716	12.4471	3.5790	3.1576
ENSG00000068001.14	HYAL2	protein_coding	504	244	261	13.3275	3.8321	3.3809
ENSG00000068024.17	HDAC4	protein_coding	2650	1425	1406	23.1593	6.6591	5.8750
ENSG00000068028.17	RASSF1	protein_coding	3756	2233	2256	119.2234	34.2809	30.2443
ENSG00000068078.20	FGFR3	protein_coding	40	15	26	0.9646	0.2773	0.2447
ENSG00000068079.8	IFI35	protein_coding	773	388	387	46.1535	13.2707	11.7081
ENSG00000068097.15	HEATR6	protein_coding	1085	588	497	18.0047	5.1770	4.5674
ENSG00000068120.15	COASY	protein_coding	1839	903	939	53.3211	15.3317	13.5264
ENSG00000068137.15	PLEKHH3	protein_coding	215	111	105	5.2332	1.5047	1.3275
ENSG00000068305.17	MEF2A	protein_coding	5238	2864	2944	88.4267	25.4257	22.4319
ENSG00000068308.14	OTUD5	protein_coding	2527	1201	1326	82.1530	23.6218	20.8404
ENSG00000068323.17	TFE3	protein_coding	2363	1188	1176	65.6642	18.8807	16.6576
ENSG00000068354.16	TBC1D25	protein_coding	1000	495	505	29.4771	8.4757	7.4777
ENSG00000068366.20	ACSL4	protein_coding	3378	1755	1623	60.3283	17.3465	15.3040
ENSG00000068383.19	INPP5A	protein_coding	445	242	233	13.9137	4.0007	3.5296
ENSG00000068394.11	GPKOW	protein_coding	540	291	249	38.0756	10.9481	9.6589
ENSG00000068400.13	GRIPAP1	protein_coding	4004	2055	1949	68.4246	19.6744	17.3578
ENSG00000068438.15	FTSJ1	protein_coding	1048	522	526	42.6594	12.2661	10.8217
ENSG00000068489.13	PRR11	protein_coding	1517	862	856	26.3009	7.5624	6.6719
ENSG00000068615.19	REEP1	protein_coding	10	7	3	0.2000	0.0575	0.0507
ENSG00000068650.18	ATP11A	protein_coding	9562	4680	4884	81.3994	23.4051	20.6492
ENSG00000068654.16	POLR1A	protein_coding	4519	2256	2263	39.0783	11.2364	9.9133
ENSG00000068697.7	LAPTM4A	protein_coding	3670	1789	1881	277.5200	79.7966	70.4007
ENSG00000068724.17	TTC7A	protein_coding	7281	4048	3969	118.5508	34.0875	30.0737
ENSG00000068745.15	IP6K2	protein_coding	1998	980	1018	41.5325	11.9420	10.5359
ENSG00000068781.21	STON1-GTF2A1L	protein_coding	1	1	0	0.0272	0.0078	0.0069
ENSG00000068784.13	SRBD1	protein_coding	1115	585	530	25.8376	7.4292	6.5544
ENSG00000068796.19	KIF2A	protein_coding	2911	1974	1921	26.0777	7.4982	6.6153
ENSG00000068831.19	RASGRP2	protein_coding	6556	3219	3343	125.9759	36.2224	31.9573
ENSG00000068878.15	PSME4	protein_coding	4097	2041	2060	46.0898	13.2524	11.6920
ENSG00000068885.15	IFT80	protein_coding	495	334	320	8.1735	2.3502	2.0734
ENSG00000068903.20	SIRT2	protein_coding	1643	785	859	30.8607	8.8735	7.8287
ENSG00000068912.14	ERLEC1	protein_coding	934	486	454	42.1259	12.1127	10.6864
ENSG00000068971.14	PPP2R5B	protein_coding	354	175	180	12.3169	3.5415	3.1245
ENSG00000068976.14	PYGM	protein_coding	98	46	52	2.4596	0.7072	0.6239
ENSG00000068985.5	PAGE1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000069011.16	PITX1	protein_coding	3	1	2	0.1019	0.0293	0.0258
